,date,product,unit,value,decimals,consumer price index,value_norm
3662,2001-12-01,"Coffee, instant, 200 grams",Dollars,4.56,2,97.4,0.046817248459958924
3663,2001-12-01,Tea (72 bags),Dollars,3.36,2,97.4,0.03449691991786447
3664,2001-12-01,"Cooking or salad oil, 1 litre",Dollars,3.18,2,97.4,0.03264887063655031
3665,2001-12-01,"Soup, canned, 284 millilitres",Dollars,0.79,2,97.4,0.00811088295687885
3666,2001-12-01,"Baby food, 128 millilitres",Dollars,0.6,2,97.4,0.006160164271047227
3667,2001-12-01,"Peanut butter, 500 grams",Dollars,2.63,2,97.4,0.027002053388090346
3668,2001-12-01,Paper towels (2 rolls),Dollars,1.99,2,97.4,0.020431211498973305
3669,2001-12-01,Facial tissue (200 tissues),Dollars,1.67,2,97.4,0.017145790554414782
3670,2001-12-01,Bathroom tissue (4 rolls),Dollars,1.88,2,97.4,0.01930184804928131
3671,2001-12-01,"Shampoo, 300 millilitres",Dollars,3.25,2,97.4,0.03336755646817248
3672,2001-12-01,"Deodorant, 60 grams",Dollars,2.92,2,97.4,0.029979466119096507
3673,2001-12-01,"Toothpaste, 100 millilitres",Dollars,1.29,2,97.4,0.01324435318275154
3674,2001-12-01,Cigarettes (200),Dollars,45.71,2,97.4,0.4693018480492813
3675,2002-01-01,"Round steak, 1 kilogram",Dollars,11.13,2,97.6,0.11403688524590165
3676,2002-01-01,"Sirloin steak, 1 kilogram",Dollars,13.53,2,97.6,0.13862704918032787
3677,2002-01-01,"Prime rib roast, 1 kilogram",Dollars,18.1,2,97.6,0.18545081967213117
3678,2002-01-01,"Blade roast, 1 kilogram",Dollars,7.82,2,97.6,0.08012295081967213
3679,2002-01-01,"Stewing beef, 1 kilogram",Dollars,8.18,2,97.6,0.08381147540983606
3680,2002-01-01,"Ground beef, 1 kilogram",Dollars,5.35,2,97.6,0.0548155737704918
3681,2002-01-01,"Pork chops, 1 kilogram",Dollars,9.91,2,97.6,0.10153688524590165
3682,2002-01-01,"Chicken, 1 kilogram",Dollars,4.86,2,97.6,0.04979508196721312
3683,2002-01-01,"Bacon, 500 grams",Dollars,4.16,2,97.6,0.042622950819672135
3684,2002-01-01,"Wieners, 450 grams",Dollars,2.6,2,97.6,0.026639344262295084
3685,2002-01-01,"Canned salmon, 213 grams",Dollars,3.78,2,97.6,0.03872950819672131
3686,2002-01-01,"Butter, 454 grams",Dollars,3.28,2,97.6,0.03360655737704918
3687,2002-01-01,"Processed cheese slices, 250 grams",Dollars,2.47,2,97.6,0.025307377049180332
3688,2002-01-01,"Evaporated milk, 385 millilitres",Dollars,1.15,2,97.6,0.0117827868852459
3689,2002-01-01,"Eggs, 1 dozen",Dollars,1.94,2,97.6,0.019877049180327868
3690,2002-01-01,"Bread, 675 grams",Dollars,1.46,2,97.6,0.014959016393442624
3691,2002-01-01,"Soda crackers, 450 grams",Dollars,1.88,2,97.6,0.019262295081967213
3692,2002-01-01,"Macaroni, 500 grams",Dollars,0.97,2,97.6,0.009938524590163934
3693,2002-01-01,"Flour, 2.5 kilograms",Dollars,3.48,2,97.6,0.035655737704918034
3694,2002-01-01,"Corn flakes, 675 grams",Dollars,3.58,2,97.6,0.03668032786885246
3695,2002-01-01,"Apples, 1 kilogram",Dollars,2.85,2,97.6,0.02920081967213115
3696,2002-01-01,"Bananas, 1 kilogram",Dollars,1.26,2,97.6,0.012909836065573771
3697,2002-01-01,"Oranges, 1 kilogram",Dollars,2.77,2,97.6,0.028381147540983608
3698,2002-01-01,"Apple juice, 1.36 litres",Dollars,1.55,2,97.6,0.015881147540983607
3699,2002-01-01,"Orange juice, 1 litre",Dollars,2.98,2,97.6,0.030532786885245904
3700,2002-01-01,"Carrots, 1 kilogram",Dollars,1.19,2,97.6,0.012192622950819671
3701,2002-01-01,"Mushrooms, 1 kilogram",Dollars,6.48,2,97.6,0.06639344262295083
3702,2002-01-01,"Onions, 1 kilogram",Dollars,1.04,2,97.6,0.010655737704918034
3703,2002-01-01,"Potatoes, 4.54 kilograms",Dollars,3.91,2,97.6,0.04006147540983607
3704,2002-01-01,"French fried potatoes, frozen, 1 kilogram",Dollars,1.8,2,97.6,0.018442622950819675
3705,2002-01-01,"Baked beans, canned, 398 millilitres",Dollars,0.81,2,97.6,0.008299180327868853
3706,2002-01-01,"Tomatoes, canned, 796 millilitres",Dollars,1.22,2,97.6,0.0125
3707,2002-01-01,"Tomato juice, 1.36 litres",Dollars,1.46,2,97.6,0.014959016393442624
3708,2002-01-01,"Ketchup, 1 litre",Dollars,2.66,2,97.6,0.027254098360655742
3709,2002-01-01,"Sugar, white, 2 kilograms",Dollars,2.5,2,97.6,0.025614754098360656
3710,2002-01-01,"Coffee, roasted, 300 grams",Dollars,3.13,2,97.6,0.032069672131147545
3711,2002-01-01,"Coffee, instant, 200 grams",Dollars,4.56,2,97.6,0.04672131147540984
3712,2002-01-01,Tea (72 bags),Dollars,3.39,2,97.6,0.034733606557377054
3713,2002-01-01,"Cooking or salad oil, 1 litre",Dollars,3.2,2,97.6,0.03278688524590164
3714,2002-01-01,"Soup, canned, 284 millilitres",Dollars,0.77,2,97.6,0.007889344262295083
3715,2002-01-01,"Baby food, 128 millilitres",Dollars,0.6,2,97.6,0.006147540983606557
3716,2002-01-01,"Peanut butter, 500 grams",Dollars,2.57,2,97.6,0.026331967213114753
3717,2002-01-01,Paper towels (2 rolls),Dollars,1.95,2,97.6,0.019979508196721313
3718,2002-01-01,Facial tissue (200 tissues),Dollars,1.66,2,97.6,0.017008196721311476
3719,2002-01-01,Bathroom tissue (4 rolls),Dollars,1.85,2,97.6,0.01895491803278689
3720,2002-01-01,"Shampoo, 300 millilitres",Dollars,3.1,2,97.6,0.031762295081967214
3721,2002-01-01,"Deodorant, 60 grams",Dollars,3.0,2,97.6,0.03073770491803279
3722,2002-01-01,"Toothpaste, 100 millilitres",Dollars,1.29,2,97.6,0.013217213114754099
3723,2002-01-01,Cigarettes (200),Dollars,45.74,2,97.6,0.4686475409836066
3724,2002-02-01,"Round steak, 1 kilogram",Dollars,11.26,2,98.2,0.11466395112016292
3725,2002-02-01,"Sirloin steak, 1 kilogram",Dollars,13.56,2,98.2,0.13808553971486762
3726,2002-02-01,"Prime rib roast, 1 kilogram",Dollars,17.82,2,98.2,0.1814663951120163
3727,2002-02-01,"Blade roast, 1 kilogram",Dollars,7.92,2,98.2,0.08065173116089613
3728,2002-02-01,"Stewing beef, 1 kilogram",Dollars,8.36,2,98.2,0.08513238289205702
3729,2002-02-01,"Ground beef, 1 kilogram",Dollars,5.42,2,98.2,0.055193482688391034
3730,2002-02-01,"Pork chops, 1 kilogram",Dollars,10.0,2,98.2,0.10183299389002036
3731,2002-02-01,"Chicken, 1 kilogram",Dollars,4.75,2,98.2,0.04837067209775967
3732,2002-02-01,"Bacon, 500 grams",Dollars,4.22,2,98.2,0.04297352342158859
3733,2002-02-01,"Wieners, 450 grams",Dollars,2.63,2,98.2,0.026782077393075355
3734,2002-02-01,"Canned salmon, 213 grams",Dollars,3.6,2,98.2,0.03665987780040733
3735,2002-02-01,"Butter, 454 grams",Dollars,3.31,2,98.2,0.03370672097759674
3736,2002-02-01,"Processed cheese slices, 250 grams",Dollars,2.46,2,98.2,0.02505091649694501
3737,2002-02-01,"Evaporated milk, 385 millilitres",Dollars,1.14,2,98.2,0.01160896130346232
3738,2002-02-01,"Eggs, 1 dozen",Dollars,1.99,2,98.2,0.020264765784114052
3739,2002-02-01,"Bread, 675 grams",Dollars,1.47,2,98.2,0.014969450101832994
3740,2002-02-01,"Soda crackers, 450 grams",Dollars,1.88,2,98.2,0.019144602851323828
3741,2002-02-01,"Macaroni, 500 grams",Dollars,0.98,2,98.2,0.009979633401221995
3742,2002-02-01,"Flour, 2.5 kilograms",Dollars,3.45,2,98.2,0.03513238289205703
3743,2002-02-01,"Corn flakes, 675 grams",Dollars,3.57,2,98.2,0.036354378818737265
3744,2002-02-01,"Apples, 1 kilogram",Dollars,2.79,2,98.2,0.028411405295315682
3745,2002-02-01,"Bananas, 1 kilogram",Dollars,1.27,2,98.2,0.012932790224032587
3746,2002-02-01,"Oranges, 1 kilogram",Dollars,2.6,2,98.2,0.026476578411405296
3747,2002-02-01,"Apple juice, 1.36 litres",Dollars,1.48,2,98.2,0.015071283095723014
3748,2002-02-01,"Orange juice, 1 litre",Dollars,3.03,2,98.2,0.03085539714867617
3749,2002-02-01,"Carrots, 1 kilogram",Dollars,1.29,2,98.2,0.013136456211812628
3750,2002-02-01,"Mushrooms, 1 kilogram",Dollars,6.37,2,98.2,0.06486761710794298
3751,2002-02-01,"Onions, 1 kilogram",Dollars,1.09,2,98.2,0.011099796334012221
3752,2002-02-01,"Potatoes, 4.54 kilograms",Dollars,3.95,2,98.2,0.040224032586558045
3753,2002-02-01,"French fried potatoes, frozen, 1 kilogram",Dollars,1.8,2,98.2,0.018329938900203666
3754,2002-02-01,"Baked beans, canned, 398 millilitres",Dollars,0.83,2,98.2,0.00845213849287169
3755,2002-02-01,"Tomatoes, canned, 796 millilitres",Dollars,1.23,2,98.2,0.012525458248472504
3756,2002-02-01,"Tomato juice, 1.36 litres",Dollars,1.48,2,98.2,0.015071283095723014
3757,2002-02-01,"Ketchup, 1 litre",Dollars,2.63,2,98.2,0.026782077393075355
3758,2002-02-01,"Sugar, white, 2 kilograms",Dollars,2.46,2,98.2,0.02505091649694501
3759,2002-02-01,"Coffee, roasted, 300 grams",Dollars,3.04,2,98.2,0.03095723014256619
3760,2002-02-01,"Coffee, instant, 200 grams",Dollars,4.47,2,98.2,0.0455193482688391
3761,2002-02-01,Tea (72 bags),Dollars,3.34,2,98.2,0.0340122199592668
3762,2002-02-01,"Cooking or salad oil, 1 litre",Dollars,3.19,2,98.2,0.03248472505091649
3763,2002-02-01,"Soup, canned, 284 millilitres",Dollars,0.78,2,98.2,0.007942973523421588
3764,2002-02-01,"Baby food, 128 millilitres",Dollars,0.6,2,98.2,0.006109979633401222
3765,2002-02-01,"Peanut butter, 500 grams",Dollars,2.59,2,98.2,0.026374745417515274
3766,2002-02-01,Paper towels (2 rolls),Dollars,1.92,2,98.2,0.01955193482688391
3767,2002-02-01,Facial tissue (200 tissues),Dollars,1.65,2,98.2,0.01680244399185336
3768,2002-02-01,Bathroom tissue (4 rolls),Dollars,1.88,2,98.2,0.019144602851323828
3769,2002-02-01,"Shampoo, 300 millilitres",Dollars,3.21,2,98.2,0.032688391038696536
3770,2002-02-01,"Deodorant, 60 grams",Dollars,3.0,2,98.2,0.03054989816700611
3771,2002-02-01,"Toothpaste, 100 millilitres",Dollars,1.32,2,98.2,0.013441955193482688
3772,2002-02-01,Cigarettes (200),Dollars,46.27,2,98.2,0.47118126272912425
3773,2002-03-01,"Round steak, 1 kilogram",Dollars,11.3,2,98.9,0.11425682507583418
3774,2002-03-01,"Sirloin steak, 1 kilogram",Dollars,14.15,2,98.9,0.1430738119312437
3775,2002-03-01,"Prime rib roast, 1 kilogram",Dollars,18.66,2,98.9,0.18867542972699697
3776,2002-03-01,"Blade roast, 1 kilogram",Dollars,8.04,2,98.9,0.08129423660262891
3777,2002-03-01,"Stewing beef, 1 kilogram",Dollars,8.39,2,98.9,0.08483316481294237
3778,2002-03-01,"Ground beef, 1 kilogram",Dollars,5.32,2,98.9,0.053791708796764405
3779,2002-03-01,"Pork chops, 1 kilogram",Dollars,9.57,2,98.9,0.0967644084934277
3780,2002-03-01,"Chicken, 1 kilogram",Dollars,4.74,2,98.9,0.047927199191102124
3781,2002-03-01,"Bacon, 500 grams",Dollars,4.2,2,98.9,0.042467138523761376
3782,2002-03-01,"Wieners, 450 grams",Dollars,2.54,2,98.9,0.025682507583417592
3783,2002-03-01,"Canned salmon, 213 grams",Dollars,3.53,2,98.9,0.03569261880687563
3784,2002-03-01,"Butter, 454 grams",Dollars,3.37,2,98.9,0.034074823053589484
3785,2002-03-01,"Processed cheese slices, 250 grams",Dollars,2.45,2,98.9,0.024772497472194135
3786,2002-03-01,"Evaporated milk, 385 millilitres",Dollars,1.15,2,98.9,0.011627906976744184
3787,2002-03-01,"Eggs, 1 dozen",Dollars,1.99,2,98.9,0.02012133468149646
3788,2002-03-01,"Bread, 675 grams",Dollars,1.48,2,98.9,0.014964610717896865
3789,2002-03-01,"Soda crackers, 450 grams",Dollars,1.89,2,98.9,0.019110212335692617
3790,2002-03-01,"Macaroni, 500 grams",Dollars,0.99,2,98.9,0.010010111223458037
3791,2002-03-01,"Flour, 2.5 kilograms",Dollars,3.38,2,98.9,0.03417593528816987
3792,2002-03-01,"Corn flakes, 675 grams",Dollars,3.55,2,98.9,0.0358948432760364
3793,2002-03-01,"Apples, 1 kilogram",Dollars,2.87,2,98.9,0.029019211324570273
3794,2002-03-01,"Bananas, 1 kilogram",Dollars,1.2,2,98.9,0.012133468149646106
3795,2002-03-01,"Oranges, 1 kilogram",Dollars,2.43,2,98.9,0.02457027300303337
3796,2002-03-01,"Apple juice, 1.36 litres",Dollars,1.55,2,98.9,0.015672396359959553
3797,2002-03-01,"Orange juice, 1 litre",Dollars,3.07,2,98.9,0.031041456016177953
3798,2002-03-01,"Carrots, 1 kilogram",Dollars,1.34,2,98.9,0.013549039433771486
3799,2002-03-01,"Mushrooms, 1 kilogram",Dollars,6.38,2,98.9,0.06450960566228513
3800,2002-03-01,"Onions, 1 kilogram",Dollars,1.11,2,98.9,0.01122345803842265
3801,2002-03-01,"Potatoes, 4.54 kilograms",Dollars,4.22,2,98.9,0.042669362992922136
3802,2002-03-01,"French fried potatoes, frozen, 1 kilogram",Dollars,1.81,2,98.9,0.018301314459049544
3803,2002-03-01,"Baked beans, canned, 398 millilitres",Dollars,0.81,2,98.9,0.008190091001011122
3804,2002-03-01,"Tomatoes, canned, 796 millilitres",Dollars,1.2,2,98.9,0.012133468149646106
3805,2002-03-01,"Tomato juice, 1.36 litres",Dollars,1.48,2,98.9,0.014964610717896865
3806,2002-03-01,"Ketchup, 1 litre",Dollars,2.59,2,98.9,0.026188068756319512
3807,2002-03-01,"Sugar, white, 2 kilograms",Dollars,2.41,2,98.9,0.0243680485338726
3808,2002-03-01,"Coffee, roasted, 300 grams",Dollars,3.02,2,98.9,0.030535894843276033
3809,2002-03-01,"Coffee, instant, 200 grams",Dollars,4.49,2,98.9,0.04539939332659252
3810,2002-03-01,Tea (72 bags),Dollars,3.35,2,98.9,0.03387259858442872
3811,2002-03-01,"Cooking or salad oil, 1 litre",Dollars,3.21,2,98.9,0.03245702730030334
3812,2002-03-01,"Soup, canned, 284 millilitres",Dollars,0.77,2,98.9,0.007785642062689585
3813,2002-03-01,"Baby food, 128 millilitres",Dollars,0.59,2,98.9,0.005965621840242669
3814,2002-03-01,"Peanut butter, 500 grams",Dollars,2.56,2,98.9,0.025884732052578362
3815,2002-03-01,Paper towels (2 rolls),Dollars,1.97,2,98.9,0.01991911021233569
3816,2002-03-01,Facial tissue (200 tissues),Dollars,1.65,2,98.9,0.016683518705763397
3817,2002-03-01,Bathroom tissue (4 rolls),Dollars,1.91,2,98.9,0.019312436804853384
3818,2002-03-01,"Shampoo, 300 millilitres",Dollars,3.11,2,98.9,0.03144590495449949
3819,2002-03-01,"Deodorant, 60 grams",Dollars,2.97,2,98.9,0.030030333670374117
3820,2002-03-01,"Toothpaste, 100 millilitres",Dollars,1.29,2,98.9,0.013043478260869565
3821,2002-03-01,Cigarettes (200),Dollars,47.77,2,98.9,0.48301314459049544
3822,2002-04-01,"Round steak, 1 kilogram",Dollars,11.36,2,99.5,0.11417085427135677
3823,2002-04-01,"Sirloin steak, 1 kilogram",Dollars,14.64,2,99.5,0.14713567839195982
3824,2002-04-01,"Prime rib roast, 1 kilogram",Dollars,18.49,2,99.5,0.1858291457286432
3825,2002-04-01,"Blade roast, 1 kilogram",Dollars,8.16,2,99.5,0.08201005025125628
3826,2002-04-01,"Stewing beef, 1 kilogram",Dollars,8.27,2,99.5,0.08311557788944723
3827,2002-04-01,"Ground beef, 1 kilogram",Dollars,5.47,2,99.5,0.05497487437185929
3828,2002-04-01,"Pork chops, 1 kilogram",Dollars,9.61,2,99.5,0.09658291457286432
3829,2002-04-01,"Chicken, 1 kilogram",Dollars,4.71,2,99.5,0.047336683417085426
3830,2002-04-01,"Bacon, 500 grams",Dollars,4.25,2,99.5,0.04271356783919598
3831,2002-04-01,"Wieners, 450 grams",Dollars,2.58,2,99.5,0.02592964824120603
3832,2002-04-01,"Canned salmon, 213 grams",Dollars,3.45,2,99.5,0.034673366834170855
3833,2002-04-01,"Butter, 454 grams",Dollars,3.38,2,99.5,0.03396984924623116
3834,2002-04-01,"Processed cheese slices, 250 grams",Dollars,2.49,2,99.5,0.025025125628140705
3835,2002-04-01,"Evaporated milk, 385 millilitres",Dollars,1.14,2,99.5,0.011457286432160802
3836,2002-04-01,"Eggs, 1 dozen",Dollars,2.01,2,99.5,0.020201005025125625
3837,2002-04-01,"Bread, 675 grams",Dollars,1.49,2,99.5,0.014974874371859296
3838,2002-04-01,"Soda crackers, 450 grams",Dollars,1.91,2,99.5,0.019195979899497485
3839,2002-04-01,"Macaroni, 500 grams",Dollars,1.0,2,99.5,0.010050251256281407
3840,2002-04-01,"Flour, 2.5 kilograms",Dollars,3.41,2,99.5,0.0342713567839196
3841,2002-04-01,"Corn flakes, 675 grams",Dollars,3.51,2,99.5,0.03527638190954774
3842,2002-04-01,"Apples, 1 kilogram",Dollars,2.91,2,99.5,0.029246231155778894
3843,2002-04-01,"Bananas, 1 kilogram",Dollars,1.26,2,99.5,0.012663316582914573
3844,2002-04-01,"Oranges, 1 kilogram",Dollars,2.72,2,99.5,0.02733668341708543
3845,2002-04-01,"Apple juice, 1.36 litres",Dollars,1.57,2,99.5,0.01577889447236181
3846,2002-04-01,"Orange juice, 1 litre",Dollars,3.09,2,99.5,0.031055276381909545
3847,2002-04-01,"Carrots, 1 kilogram",Dollars,1.53,2,99.5,0.015376884422110553
3848,2002-04-01,"Mushrooms, 1 kilogram",Dollars,6.39,2,99.5,0.06422110552763818
3849,2002-04-01,"Onions, 1 kilogram",Dollars,1.11,2,99.5,0.011155778894472362
3850,2002-04-01,"Potatoes, 4.54 kilograms",Dollars,4.74,2,99.5,0.047638190954773875
3851,2002-04-01,"French fried potatoes, frozen, 1 kilogram",Dollars,1.83,2,99.5,0.018391959798994977
3852,2002-04-01,"Baked beans, canned, 398 millilitres",Dollars,0.83,2,99.5,0.008341708542713568
3853,2002-04-01,"Tomatoes, canned, 796 millilitres",Dollars,1.22,2,99.5,0.012261306532663316
3854,2002-04-01,"Tomato juice, 1.36 litres",Dollars,1.48,2,99.5,0.014874371859296482
3855,2002-04-01,"Ketchup, 1 litre",Dollars,2.59,2,99.5,0.026030150753768844
3856,2002-04-01,"Sugar, white, 2 kilograms",Dollars,2.45,2,99.5,0.02462311557788945
3857,2002-04-01,"Coffee, roasted, 300 grams",Dollars,3.0,2,99.5,0.03015075376884422
3858,2002-04-01,"Coffee, instant, 200 grams",Dollars,4.42,2,99.5,0.04442211055276382
3859,2002-04-01,Tea (72 bags),Dollars,3.35,2,99.5,0.033668341708542715
3860,2002-04-01,"Cooking or salad oil, 1 litre",Dollars,3.24,2,99.5,0.03256281407035176
3861,2002-04-01,"Soup, canned, 284 millilitres",Dollars,0.78,2,99.5,0.007839195979899499
3862,2002-04-01,"Baby food, 128 millilitres",Dollars,0.58,2,99.5,0.005829145728643216
3863,2002-04-01,"Peanut butter, 500 grams",Dollars,2.58,2,99.5,0.02592964824120603
3864,2002-04-01,Paper towels (2 rolls),Dollars,1.96,2,99.5,0.01969849246231156
3865,2002-04-01,Facial tissue (200 tissues),Dollars,1.67,2,99.5,0.01678391959798995
3866,2002-04-01,Bathroom tissue (4 rolls),Dollars,1.9,2,99.5,0.01909547738693467
3867,2002-04-01,"Shampoo, 300 millilitres",Dollars,3.21,2,99.5,0.03226130653266331
3868,2002-04-01,"Deodorant, 60 grams",Dollars,3.01,2,99.5,0.030251256281407034
3869,2002-04-01,"Toothpaste, 100 millilitres",Dollars,1.31,2,99.5,0.013165829145728643
3870,2002-04-01,Cigarettes (200),Dollars,49.92,2,99.5,0.5017085427135679
3871,2002-05-01,"Round steak, 1 kilogram",Dollars,11.43,2,99.7,0.11464393179538615
3872,2002-05-01,"Sirloin steak, 1 kilogram",Dollars,14.24,2,99.7,0.14282848545636911
3873,2002-05-01,"Prime rib roast, 1 kilogram",Dollars,18.36,2,99.7,0.18415245737211633
3874,2002-05-01,"Blade roast, 1 kilogram",Dollars,8.26,2,99.7,0.08284854563691073
3875,2002-05-01,"Stewing beef, 1 kilogram",Dollars,8.54,2,99.7,0.0856569709127382
3876,2002-05-01,"Ground beef, 1 kilogram",Dollars,5.38,2,99.7,0.05396188565697091
3877,2002-05-01,"Pork chops, 1 kilogram",Dollars,9.54,2,99.7,0.09568706118355064
3878,2002-05-01,"Chicken, 1 kilogram",Dollars,4.82,2,99.7,0.04834503510531595
3879,2002-05-01,"Bacon, 500 grams",Dollars,4.26,2,99.7,0.04272818455366098
3880,2002-05-01,"Wieners, 450 grams",Dollars,2.5,2,99.7,0.025075225677031094
3881,2002-05-01,"Canned salmon, 213 grams",Dollars,3.61,2,99.7,0.0362086258776329
3882,2002-05-01,"Butter, 454 grams",Dollars,3.39,2,99.7,0.034002006018054164
3883,2002-05-01,"Processed cheese slices, 250 grams",Dollars,2.49,2,99.7,0.02497492477432297
3884,2002-05-01,"Evaporated milk, 385 millilitres",Dollars,1.15,2,99.7,0.011534603811434301
3885,2002-05-01,"Eggs, 1 dozen",Dollars,2.01,2,99.7,0.020160481444332995
3886,2002-05-01,"Bread, 675 grams",Dollars,1.5,2,99.7,0.015045135406218655
3887,2002-05-01,"Soda crackers, 450 grams",Dollars,1.89,2,99.7,0.018956870611835507
3888,2002-05-01,"Macaroni, 500 grams",Dollars,1.02,2,99.7,0.010230692076228686
3889,2002-05-01,"Flour, 2.5 kilograms",Dollars,3.44,2,99.7,0.03450351053159478
3890,2002-05-01,"Corn flakes, 675 grams",Dollars,3.55,2,99.7,0.03560682046138415
3891,2002-05-01,"Apples, 1 kilogram",Dollars,2.95,2,99.7,0.02958876629889669
3892,2002-05-01,"Bananas, 1 kilogram",Dollars,1.23,2,99.7,0.012337011033099298
3893,2002-05-01,"Oranges, 1 kilogram",Dollars,2.89,2,99.7,0.028986960882647943
3894,2002-05-01,"Apple juice, 1.36 litres",Dollars,1.62,2,99.7,0.01624874623871615
3895,2002-05-01,"Orange juice, 1 litre",Dollars,3.12,2,99.7,0.0312938816449348
3896,2002-05-01,"Carrots, 1 kilogram",Dollars,1.56,2,99.7,0.0156469408224674
3897,2002-05-01,"Mushrooms, 1 kilogram",Dollars,6.3,2,99.7,0.06318956870611835
3898,2002-05-01,"Onions, 1 kilogram",Dollars,1.16,2,99.7,0.011634904714142425
3899,2002-05-01,"Potatoes, 4.54 kilograms",Dollars,5.16,2,99.7,0.051755265797392175
3900,2002-05-01,"French fried potatoes, frozen, 1 kilogram",Dollars,1.82,2,99.7,0.018254764292878638
3901,2002-05-01,"Baked beans, canned, 398 millilitres",Dollars,0.81,2,99.7,0.008124373119358074
3902,2002-05-01,"Tomatoes, canned, 796 millilitres",Dollars,1.23,2,99.7,0.012337011033099298
3903,2002-05-01,"Tomato juice, 1.36 litres",Dollars,1.48,2,99.7,0.014844533600802406
3904,2002-05-01,"Ketchup, 1 litre",Dollars,2.53,2,99.7,0.025376128385155464
3905,2002-05-01,"Sugar, white, 2 kilograms",Dollars,2.44,2,99.7,0.024473420260782346
3906,2002-05-01,"Coffee, roasted, 300 grams",Dollars,3.09,2,99.7,0.03099297893681043
3907,2002-05-01,"Coffee, instant, 200 grams",Dollars,4.46,2,99.7,0.044734202607823466
3908,2002-05-01,Tea (72 bags),Dollars,3.33,2,99.7,0.033400200601805416
3909,2002-05-01,"Cooking or salad oil, 1 litre",Dollars,3.24,2,99.7,0.0324974924774323
3910,2002-05-01,"Soup, canned, 284 millilitres",Dollars,0.78,2,99.7,0.0078234704112337
3911,2002-05-01,"Baby food, 128 millilitres",Dollars,0.59,2,99.7,0.005917753259779337
3912,2002-05-01,"Peanut butter, 500 grams",Dollars,2.6,2,99.7,0.026078234704112337
3913,2002-05-01,Paper towels (2 rolls),Dollars,1.93,2,99.7,0.019358074222668
3914,2002-05-01,Facial tissue (200 tissues),Dollars,1.67,2,99.7,0.01675025075225677
3915,2002-05-01,Bathroom tissue (4 rolls),Dollars,1.86,2,99.7,0.018655967903711133
3916,2002-05-01,"Shampoo, 300 millilitres",Dollars,3.14,2,99.7,0.03149448345035105
3917,2002-05-01,"Deodorant, 60 grams",Dollars,2.99,2,99.7,0.02998996990972919
3918,2002-05-01,"Toothpaste, 100 millilitres",Dollars,1.29,2,99.7,0.012938816449348044
3919,2002-05-01,Cigarettes (200),Dollars,51.53,2,99.7,0.5168505516549649
3920,2002-06-01,"Round steak, 1 kilogram",Dollars,11.3,2,99.9,0.11311311311311312
3921,2002-06-01,"Sirloin steak, 1 kilogram",Dollars,14.09,2,99.9,0.14104104104104104
3922,2002-06-01,"Prime rib roast, 1 kilogram",Dollars,18.36,2,99.9,0.18378378378378377
3923,2002-06-01,"Blade roast, 1 kilogram",Dollars,8.28,2,99.9,0.08288288288288287
3924,2002-06-01,"Stewing beef, 1 kilogram",Dollars,8.52,2,99.9,0.08528528528528527
3925,2002-06-01,"Ground beef, 1 kilogram",Dollars,5.47,2,99.9,0.05475475475475475
3926,2002-06-01,"Pork chops, 1 kilogram",Dollars,9.67,2,99.9,0.09679679679679679
3927,2002-06-01,"Chicken, 1 kilogram",Dollars,4.72,2,99.9,0.04724724724724724
3928,2002-06-01,"Bacon, 500 grams",Dollars,4.16,2,99.9,0.04164164164164164
3929,2002-06-01,"Wieners, 450 grams",Dollars,2.39,2,99.9,0.023923923923923923
3930,2002-06-01,"Canned salmon, 213 grams",Dollars,3.62,2,99.9,0.03623623623623624
3931,2002-06-01,"Butter, 454 grams",Dollars,3.36,2,99.9,0.03363363363363363
3932,2002-06-01,"Processed cheese slices, 250 grams",Dollars,2.5,2,99.9,0.025025025025025023
3933,2002-06-01,"Evaporated milk, 385 millilitres",Dollars,1.16,2,99.9,0.01161161161161161
3934,2002-06-01,"Eggs, 1 dozen",Dollars,2.01,2,99.9,0.020120120120120117
3935,2002-06-01,"Bread, 675 grams",Dollars,1.51,2,99.9,0.015115115115115114
3936,2002-06-01,"Soda crackers, 450 grams",Dollars,1.92,2,99.9,0.01921921921921922
3937,2002-06-01,"Macaroni, 500 grams",Dollars,1.02,2,99.9,0.01021021021021021
3938,2002-06-01,"Flour, 2.5 kilograms",Dollars,3.45,2,99.9,0.03453453453453453
3939,2002-06-01,"Corn flakes, 675 grams",Dollars,3.52,2,99.9,0.03523523523523523
3940,2002-06-01,"Apples, 1 kilogram",Dollars,3.0,2,99.9,0.03003003003003003
3941,2002-06-01,"Bananas, 1 kilogram",Dollars,1.24,2,99.9,0.012412412412412411
3942,2002-06-01,"Oranges, 1 kilogram",Dollars,2.92,2,99.9,0.02922922922922923
3943,2002-06-01,"Apple juice, 1.36 litres",Dollars,1.55,2,99.9,0.015515515515515515
3944,2002-06-01,"Orange juice, 1 litre",Dollars,3.04,2,99.9,0.03043043043043043
3945,2002-06-01,"Carrots, 1 kilogram",Dollars,1.68,2,99.9,0.016816816816816814
3946,2002-06-01,"Mushrooms, 1 kilogram",Dollars,6.47,2,99.9,0.06476476476476475
3947,2002-06-01,"Onions, 1 kilogram",Dollars,1.22,2,99.9,0.012212212212212211
3948,2002-06-01,"Potatoes, 4.54 kilograms",Dollars,6.05,2,99.9,0.060560560560560556
3949,2002-06-01,"French fried potatoes, frozen, 1 kilogram",Dollars,1.86,2,99.9,0.018618618618618618
